458,bas,Vos amis sont en bas.,Your friends are downstairs.,Vos amis sont en _____.,Vos amis sont en <b>bas</b>.,[sound:sapi5com-444b6452-af03ce7d-c2b611c3-afef6b0d-52c7dbfd.mp3]
460,police,Je vais voir la police.,I'm going to the police.,Je vais voir la _____.,Je vais voir la <b>police</b>.,[sound:sapi5com-28d829aa-5c1ca3c5-d356a94b-eb8c2cea-fa1fb593.mp3]
461,contre,La chance est contre moi.,Luck is against me.,La chance est _____ moi.,La chance est <b>contre</b> moi.,[sound:sapi5com-c4ec8e26-574ff847-eafa3c91-21b57559-15df662a.mp3]
462,parlé,Je lui ai parlé hier.,I spoke to him yesterday.,Je lui ai _____ hier.,Je lui ai <b>parlé</b> hier.,[sound:sapi5com-8f2289cd-54e86808-137efd8f-67ae1943-d6e120d0.mp3]
462,parlé,Nous avons parlé au téléphone.,We talked on the telephone.,Nous avons _____ au téléphone.,Nous avons <b>parlé</b> au téléphone.,[sound:sapi5com-67c9095d-9a0e36ad-c8c53bd9-2050afca-9cba7b9c.mp3]
463,quiconque,Il est mieux que quiconque.,He is better than anyone else.,Il est mieux que _____.,Il est mieux que <b>quiconque</b>.,[sound:sapi5com-ff5ca6fe-2a0ccfb5-05611619-88b38587-72be093a.mp3]
463,quiconque,Ne le dites à quiconque !,Don't tell anybody.,Ne le dites à _____!,Ne le dites à <b>quiconque</b>!,[sound:sapi5com-2ee9ec98-cca799f9-da609592-feb45199-75f59f7d.mp3]
464,pays,On adore notre pays.,We love our country.,On adore notre _____.,On adore notre <b>pays</b>.,[sound:sapi5com-5b9ce985-bfb9c558-9610ac21-f5fae705-2b5e6c45.mp3]
465,boulot,Le boulot était vraiment dur.,The job was really tough.,Le _____ était vraiment dur.,Le <b>boulot</b> était vraiment dur.,[sound:sapi5com-1e8df36f-b1f5ac16-7e2337b9-d28d140d-c2c82a8a.mp3]
467,bientôt,Le déjeuner sera bientôt prêt.,Lunch will be ready soon.,Le déjeuner sera _____ prêt.,Le déjeuner sera <b>bientôt</b> prêt.,[sound:sapi5com-7c7841ea-8f4ccf83-0c798255-9328c285-4bab75e4.mp3]
468,table,Je peux mettre la table ?,May I set the table?,Je peux mettre la _____?,Je peux mettre la <b>table</b>?,[sound:sapi5com-6fbe92de-14806b30-d062085c-37aa9134-36c5877b.mp3]
470,professeur,Je serai ton professeur.,I'll be your teacher.,Je serai ton _____.,Je serai ton <b>professeur</b>.,[sound:sapi5com-bc9326f5-ce14cfdb-2e528d58-f6b87acc-fe48a077.mp3]
472,voyage,Elle est partie en voyage.,She's gone on a trip.,Elle est partie en _____.,Elle est partie en <b>voyage</b>.,[sound:sapi5com-b4e08f61-78f28ad1-9e5a83e9-ad0260c4-30a55c1c.mp3]
472,voyage,Je voyage souvent.,I often travel.,Je _____ souvent.,Je <b>voyage</b> souvent.,[sound:sapi5com-1327cb53-f05b3c79-9328a464-fde9aa91-8ced2a5b.mp3]
474,tant,Elles ont tant perdu !,They've lost so much.,Elles ont _____ perdu!,Elles ont <b>tant</b> perdu!,[sound:sapi5com-5f3e9835-7811822d-4734ed2d-752c69a8-462bac42.mp3]
477,dîner,Le dîner sera bientôt prêt.,Dinner will be ready soon.,Le _____ sera bientôt prêt.,Le <b>dîner</b> sera bientôt prêt.,[sound:sapi5com-cc75b4fc-1b09897d-6cfd1b7a-abe26d10-12856bc4.mp3]
477,dîner,Nous avons fini de dîner.,We have finished lunch.,Nous avons fini de _____.,Nous avons fini de <b>dîner</b>.,[sound:sapi5com-08a887c0-4456577b-99c59ea6-811e4b14-8c6447bd.mp3]
478,musique,Nous avons parlé de musique.,We talked about music.,Nous avons parlé de _____.,Nous avons parlé de <b>musique</b>.,[sound:sapi5com-82512435-c9b06225-c73b2e81-96adde5f-20220d8d.mp3]
479,conduire,Elle va apprendre à conduire.,She is going to learn how to drive.,Elle va apprendre à _____.,Elle va apprendre à <b>conduire</b>.,[sound:sapi5com-d190576e-959644e9-0c0551af-7df6cc8b-d26ec24f.mp3]
480,prix,Quel est ton meilleur prix ?,What's your best price?,Quel est ton meilleur _____?,Quel est ton meilleur <b>prix</b>?,[sound:sapi5com-e9dd73e6-69852aa9-e533474d-9334f4a1-8ce66837.mp3]
481,probablement,Je devrais probablement écrire ceci.,I should probably be writing this down.,Je devrais _____ écrire ceci.,Je devrais <b>probablement</b> écrire ceci.,[sound:sapi5com-a1566035-8a084611-bbb89572-7f90dc1f-f91cee1a.mp3]
482,beau,Ce fut fort beau.,It was very beautiful.,Ce fut fort _____.,Ce fut fort <b>beau</b>.,[sound:sapi5com-d18a1b43-41725ffd-58928e67-142f9fa2-5110c0b0.mp3]
482,beau,Je dois me faire beau.,I have to dress up.,Je dois me faire _____.,Je dois me faire <b>beau</b>.,[sound:sapi5com-f7f03271-d9aa677c-16a66b39-7e9055d4-f96225be.mp3]
484,dormir,Nous devrions aller dormir.,We should go to sleep.,Nous devrions aller _____.,Nous devrions aller <b>dormir</b>.,[sound:sapi5com-04b2905c-ccd585e1-34cc4f88-250e45cb-7b9d232c.mp3]
487,étudier,Nous devrions étudier ensemble.,We should study together.,Nous devrions _____ ensemble.,Nous devrions <b>étudier</b> ensemble.,[sound:sapi5com-c76ee965-ba4f57cc-72301544-01709f8b-bbcc8a66.mp3]
488,attention,Faites attention avec cette chose.,Be careful with that thing.,Faites _____ avec cette chose.,Faites <b>attention</b> avec cette chose.,[sound:sapi5com-84843034-8bc973f3-daed8c54-436d7bdc-1617d8b0.mp3]
488,attention,Merci pour votre attention.,Thank you for your interest.,Merci pour votre _____.,Merci pour votre <b>attention</b>.,[sound:sapi5com-a78e3edf-3a18a3b9-a4a6da39-29dae198-aa04dc74.mp3]
490,auparavant,Nous avons été ici auparavant.,We've been here before.,Nous avons été ici _____.,Nous avons été ici <b>auparavant</b>.,[sound:sapi5com-cd853d5a-4f28246b-7ee8db95-8ffdbd9c-294224db.mp3]
491,lieu,Quelque chose a eu lieu.,Something happened.,Quelque chose a eu _____.,Quelque chose a eu <b>lieu</b>.,[sound:sapi5com-68af29c8-50679867-eb077426-67da31d6-dd331d60.mp3]
491,lieu,Vous êtes en lieu sûr.,You are in a safe place.,Vous êtes en _____ sûr.,Vous êtes en <b>lieu</b> sûr.,[sound:sapi5com-cbdae97a-b612a06a-6b7c79b8-59b3ee3c-e2496ef8.mp3]
492,gare,Où se trouve la gare ?,Where's the train station?,Où se trouve la _____?,Où se trouve la <b>gare</b>?,[sound:sapi5com-ab488a3f-6834e6d1-7018079c-e8e09b7f-49b39241.mp3]
493,compte,Il compte vite.,He counts fast.,Il _____ vite.,Il <b>compte</b> vite.,[sound:sapi5com-ecf4b67b-1525a70d-c87951bb-c4921b5f-ea4804ef.mp3]
493,compte,Je compte sur ton aide.,I expect your help.,Je _____ sur ton aide.,Je <b>compte</b> sur ton aide.,[sound:sapi5com-b13ac8fe-58061fb3-74e33426-e3752413-14200247.mp3]
494,possible,Je fais tout mon possible.,I'm doing everything I can.,Je fais tout mon _____.,Je fais tout mon <b>possible</b>.,[sound:sapi5com-6eeb3e1a-461f0997-ce5a8848-5ad16181-b658b07b.mp3]
494,possible,Viens aussi vite que possible.,Come as soon as possible.,Viens aussi vite que _____.,Viens aussi vite que <b>possible</b>.,[sound:sapi5com-82a2ff8d-045e9853-35254eb1-5e4785e5-208f9076.mp3]
495,verre,Nous devrions boire un verre.,We should have a drink.,Nous devrions boire un _____.,Nous devrions boire un <b>verre</b>.,[sound:sapi5com-618a071c-ec0efa04-9d52664d-fc6d5cae-0a536284.mp3]
496,vélo,Ceci est mon vieux vélo.,This is my old bike.,Ceci est mon vieux _____.,Ceci est mon vieux <b>vélo</b>.,[sound:sapi5com-529cd2f4-8e9adbbf-1664794d-957941c2-063228dd.mp3]
496,vélo,Je dois faire du vélo.,I must ride a bicycle.,Je dois faire du _____.,Je dois faire du <b>vélo</b>.,[sound:sapi5com-7e738054-847f5c71-9234613c-30c59efb-6ba8ef2d.mp3]
497,côté,Laissez ce mot de côté !,Leave out this word.,Laissez ce mot de _____!,Laissez ce mot de <b>côté</b>!,[sound:sapi5com-627b63c4-70ff09ec-3230b48d-12be81c6-09f050ce.mp3]
497,côté,Nous sommes du même côté.,We're on the same side.,Nous sommes du même _____.,Nous sommes du même <b>côté</b>.,[sound:sapi5com-64058d5a-82ff42a5-d487de07-8be5dd36-13e12e2d.mp3]
499,parti,Ça sera bientôt parti.,Soon it will be gone.,Ça sera bientôt _____.,Ça sera bientôt <b>parti</b>.,[sound:sapi5com-8e0ba847-5439e61e-643c346f-68862f2e-5fe770b5.mp3]
499,parti,Je suis parti au matin.,I left in the morning.,Je suis _____ au matin.,Je suis <b>parti</b> au matin.,[sound:sapi5com-3265b523-d848abf2-5aea76da-cb81b496-b4fba742.mp3]
502,dessus,Ne compte pas dessus.,Don't count on it.,Ne compte pas _____.,Ne compte pas <b>dessus</b>.,[sound:sapi5com-3d84feab-d3906671-98e6e95e-290a98d0-f62a8640.mp3]
504,plutôt,Il est plutôt beau.,He's kind of handsome.,Il est _____ beau.,Il est <b>plutôt</b> beau.,[sound:sapi5com-e50a2ca8-e98dda1e-e104e406-cd82d3c3-a0bf1904.mp3]
505,genre,Je connais ton genre.,I know your type.,Je connais ton _____.,Je connais ton <b>genre</b>.,[sound:sapi5com-004d7b9a-92032660-421e6271-6b27fd88-ae268165.mp3]
506,joue,Il joue avec mon chat.,He's playing with my cat.,Il _____ avec mon chat.,Il <b>joue</b> avec mon chat.,[sound:sapi5com-3af2b753-45fe6a83-40f63784-11cbfc12-1b303aa4.mp3]
506,joue,Personne ne joue.,No one's gambling.,Personne ne _____.,Personne ne <b>joue</b>.,[sound:sapi5com-7440ba3e-e5c0c43e-f391d620-83bdd2f4-77391bec.mp3]
507,vin,Je bus le vin.,I drank the wine.,Je bus le _____.,Je bus le <b>vin</b>.,[sound:sapi5com-7b6fe2fc-ea098ed6-ab2be534-286c468a-08128e1a.mp3]
510,leurs,Ce sont les leurs.,This is theirs.,Ce sont les _____.,Ce sont les <b>leurs</b>.,[sound:sapi5com-efd39d5b-8678cf45-56fb0144-7393a950-6191cb40.mp3]
511,place,Nous avons de la place.,We have room.,Nous avons de la _____.,Nous avons de la <b>place</b>.,[sound:sapi5com-30d500b4-70604eb6-89d393d2-3a340787-34611449.mp3]
511,place,Tout est en place.,Everything is set.,Tout est en _____.,Tout est en <b>place</b>.,[sound:sapi5com-c805cc9c-d7bc35c0-ec980be8-833c8a8f-11efb14b.mp3]
512,visite,Elles ont de la visite.,They have company.,Elles ont de la _____.,Elles ont de la <b>visite</b>.,[sound:sapi5com-e6cda738-51963b48-6962a0f7-4f22bdec-a2142008.mp3]
512,visite,Personne ne visite mon pays.,Nobody visits my country.,Personne ne _____ mon pays.,Personne ne <b>visite</b> mon pays.,[sound:sapi5com-1c489855-6e84d7ec-f3784e05-936c07f9-b17f7fa5.mp3]
513,gros,Nos enfants sont gros.,Our kids are fat.,Nos enfants sont _____.,Nos enfants sont <b>gros</b>.,[sound:sapi5com-769e85c5-9422e60e-702da718-cde05830-5883027f.mp3]
513,gros,Regarde ce gros chien.,Look at that big dog.,Regarde ce _____ chien.,Regarde ce <b>gros</b> chien.,[sound:sapi5com-d926c965-bff6058c-d2148494-6ae26b35-231b17e5.mp3]
514,arriver,Cela ne pourrait pas arriver.,That couldn't happen.,Cela ne pourrait pas _____.,Cela ne pourrait pas <b>arriver</b>.,[sound:sapi5com-0b3d39b2-c19a3fcf-fccbaa86-e27bee9d-a401c9a7.mp3]
514,arriver,Le bus va bientôt arriver.,The bus will come soon.,Le bus va bientôt _____.,Le bus va bientôt <b>arriver</b>.,[sound:sapi5com-8703edd4-25452d0b-ed7bace6-2d816519-2a8064c4.mp3]
514,arriver,On espère arriver à temps.,We hope to arrive on time.,On espère _____ à temps.,On espère <b>arriver</b> à temps.,[sound:sapi5com-e0683868-44689af2-812e83d0-02a0b564-93c9c82b.mp3]
514,arriver,Vous pouvez y arriver.,You can make it.,Vous pouvez y _____.,Vous pouvez y <b>arriver</b>.,[sound:sapi5com-35ad074c-22110424-0c8b2a90-c237b6df-5a9b849e.mp3]
515,cinq,Veuillez attendre pendant cinq minutes.,Please wait for five minutes.,Veuillez attendre pendant _____ minutes.,Veuillez attendre pendant <b>cinq</b> minutes.,[sound:sapi5com-3fc82b46-d622534f-a8670f24-7148f14a-bbf1834d.mp3]
516,fenêtre,Regarde par la fenêtre.,Look out of the window.,Regarde par la _____.,Regarde par la <b>fenêtre</b>.,[sound:sapi5com-adf6cf10-5a15058b-54df735e-a3246ad8-365c6272.mp3]
518,affaire,Nous avons fait une affaire.,We made a bargain.,Nous avons fait une _____.,Nous avons fait une <b>affaire</b>.,[sound:sapi5com-2fea3d6f-1c0ce6a1-3a4ad128-961b42cc-4830adde.mp3]
519,penser,Il semble penser cela.,He seems to think so.,Il semble _____ cela.,Il semble <b>penser</b> cela.,[sound:sapi5com-cc05de0b-4770adf8-0761b371-8d1e9bd6-9da15af4.mp3]
520,faim,Le chien doit avoir faim.,The dog must be hungry.,Le chien doit avoir _____.,Le chien doit avoir <b>faim</b>.,[sound:sapi5com-77e064bf-78041f1f-2fc233bd-0ba14b8b-fa9485f9.mp3]
521,rencontrer,Merci de venir me rencontrer.,Thank you for coming to meet me.,Merci de venir me _____.,Merci de venir me <b>rencontrer</b>.,[sound:sapi5com-cf85768a-4b128bd1-a3706b1e-bd509903-b216980f.mp3]
522,plan,"Quel est le plan, maintenant ?",What's the plan now?,"Quel est le _____, maintenant?","Quel est le <b>plan</b>, maintenant?",[sound:sapi5com-21436df1-7dde29d6-b867874f-8f2d7cb2-adec26e9.mp3]
525,chanter,Elle sait fort bien chanter.,She can sing very well.,Elle sait fort bien _____.,Elle sait fort bien <b>chanter</b>.,[sound:sapi5com-fcbee8ec-64426e1f-b981eb08-2116dc4e-51a8b9df.mp3]
525,chanter,Il adore chanter.,He loves singing.,Il adore _____.,Il adore <b>chanter</b>.,[sound:sapi5com-c996da5f-4556d4be-83fa6b59-ca0a1173-7d92ff0a.mp3]
525,chanter,On nous fait chanter.,We're being blackmailed.,On nous fait _____.,On nous fait <b>chanter</b>.,[sound:sapi5com-cf996fdb-46d39154-e8ab4249-6f691e63-6c57de62.mp3]
526,prochain,Aime ton prochain.,Love your neighbors.,Aime ton _____.,Aime ton <b>prochain</b>.,[sound:sapi5com-7e26978a-0e34522e-aef755dc-7a6bd6db-fc827a11.mp3]
526,prochain,Je pourrais être le prochain.,I could be next.,Je pourrais être le _____.,Je pourrais être le <b>prochain</b>.,[sound:sapi5com-5cd2fadc-25c866f7-fa38c8f9-c567f4f7-589c4359.mp3]
527,payer,Vous allez payer pour ceci.,You're going to pay for this.,Vous allez _____ pour ceci.,Vous allez <b>payer</b> pour ceci.,[sound:sapi5com-ffef4869-e4e4204a-6597a6bb-2ad997da-25c31034.mp3]
529,choix,Je fais le bon choix.,I'm doing the right thing.,Je fais le bon _____.,Je fais le bon <b>choix</b>.,[sound:sapi5com-003f75c3-368e02f2-23b75d20-ca45a71a-95d88466.mp3]
529,choix,Nous devons faire un choix.,We have to make a choice.,Nous devons faire un _____.,Nous devons faire un <b>choix</b>.,[sound:sapi5com-c0d45b55-4eb985e5-d5247ce0-8863d200-bc4ff511.mp3]
531,surpris,Elle m'a surpris.,She surprised me.,Elle m'a _____.,Elle m'a <b>surpris</b>.,[sound:sapi5com-afc9dd03-12ad61df-12f5e043-1d5ee191-b1356845.mp3]
531,surpris,Nous étions vraiment surpris.,We were truly surprised.,Nous étions vraiment _____.,Nous étions vraiment <b>surpris</b>.,[sound:sapi5com-eb07def7-bc77f3ad-a77e0995-f9ad029f-eba9c676.mp3]
533,utiliser,Vous pouvez utiliser mon vélo.,You can use my bicycle.,Vous pouvez _____ mon vélo.,Vous pouvez <b>utiliser</b> mon vélo.,[sound:sapi5com-38f1d2d6-559076be-95f0a245-56978ef3-f3d1fb8b.mp3]
534,dehors,"Il fait froid, ici dehors.",It's cold out here.,"Il fait froid, ici _____.","Il fait froid, ici <b>dehors</b>.",[sound:sapi5com-d10761f6-c687ccd9-0ce487f6-2d610c60-c226e06e.mp3]
534,dehors,Le chien doit rester dehors !,The dog must stay outside!,Le chien doit rester _____!,Le chien doit rester <b>dehors</b>!,[sound:sapi5com-2b8b928a-fc79ebc2-aee6c694-5427882a-20d6a0cc.mp3]
535,chaud,Il fait plutôt chaud.,It's pretty hot.,Il fait plutôt _____.,Il fait plutôt <b>chaud</b>.,[sound:sapi5com-2b22fa1b-14a8b23e-8f669547-4c1649b5-001aa1e0.mp3]
536,nouvelles,On l'a vu aux nouvelles.,We saw it on the news.,On l'a vu aux _____.,On l'a vu aux <b>nouvelles</b>.,[sound:sapi5com-f79451b9-24411f2f-9b26fc7e-48df7e5d-37f5b97b.mp3]
537,appeler,Nous devrions appeler la police.,We should call the police.,Nous devrions _____ la police.,Nous devrions <b>appeler</b> la police.,[sound:sapi5com-4e2500e1-fae99c2d-f0e8cc83-cbe5fc52-2f89869d.mp3]
539,sécurité,Tu serais en sécurité là.,You would be safe there.,Tu serais en _____ là.,Tu serais en <b>sécurité</b> là.,[sound:sapi5com-2b881632-c7d59b5c-b530ad0e-199abc1c-ad79555c.mp3]
541,important,Lire des livres est important.,Reading books is important.,Lire des livres est _____.,Lire des livres est <b>important</b>.,[sound:sapi5com-404894e6-8fb89a2d-32db62f7-5d11d548-ef04f4b2.mp3]
542,emploi,Mon frère est sans emploi.,My brother is out of work.,Mon frère est sans _____.,Mon frère est sans <b>emploi</b>.,[sound:sapi5com-b23828dc-12a98f62-b80fd8db-025a4b2e-27492c21.mp3]
542,emploi,Trouve un emploi !,Get a job.,Trouve un _____!,Trouve un <b>emploi</b>!,[sound:sapi5com-f36e3f53-b99298e2-5486109d-2b420a41-3f8d3751.mp3]
544,immédiatement,Faites vos devoirs immédiatement.,Do your homework right away.,Faites vos devoirs _____.,Faites vos devoirs <b>immédiatement</b>.,[sound:sapi5com-28d1110b-dc46e8d2-0d204063-ee41f4eb-75ce26f6.mp3]
544,immédiatement,Il est immédiatement parti.,He left immediately.,Il est _____ parti.,Il est <b>immédiatement</b> parti.,[sound:sapi5com-ef6cccd7-3f6b8d69-9c923112-4d96c1a5-78419632.mp3]
544,immédiatement,Nous devons immédiatement arrêter.,We have to stop now.,Nous devons _____ arrêter.,Nous devons <b>immédiatement</b> arrêter.,[sound:sapi5com-e6ce2187-72c30521-cc34ded4-58b24624-12008798.mp3]
545,chercher,Allons nous chercher un verre.,Let's get a drink.,Allons nous _____ un verre.,Allons nous <b>chercher</b> un verre.,[sound:sapi5com-bac57025-8dd89bdb-817cae56-8a0d23e5-4233c06a.mp3]
545,chercher,Je viens te chercher.,I'm coming to pick you up.,Je viens te _____.,Je viens te <b>chercher</b>.,[sound:sapi5com-4e3b17d6-400fc9bf-c4450e87-6be63729-10dddfa3.mp3]
546,eux,Eux peuvent partir demain.,They may leave tomorrow.,_____ peuvent partir demain.,<b>Eux</b> peuvent partir demain.,[sound:sapi5com-328f2f40-e5f265ae-223ea354-3144c39a-e5da3d69.mp3]
546,eux,Le chien est à eux.,The dog is theirs.,Le chien est à _____.,Le chien est à <b>eux</b>.,[sound:sapi5com-829d0696-e4fac447-bc87d1da-1bc961a2-2233dd4e.mp3]
547,fumer,Je ne peux pas fumer.,I can't smoke.,Je ne peux pas _____.,Je ne peux pas <b>fumer</b>.,[sound:sapi5com-fe83f2b2-d8d36026-b9dd8f00-2127b63e-53c1858b.mp3]
547,fumer,Vous devriez arrêter de fumer.,You should quit smoking.,Vous devriez arrêter de _____.,Vous devriez arrêter de <b>fumer</b>.,[sound:sapi5com-aded0eda-2c741635-b5d1275b-c59964e7-976ac940.mp3]
548,produit,Rien ne se produit.,Nothing is happening.,Rien ne se _____.,Rien ne se <b>produit</b>.,[sound:sapi5com-04de827c-adccd274-e7ddbe85-6cfc1097-d180b470.mp3]
549,propre,Cette table est propre.,This table is clean.,Cette table est _____.,Cette table est <b>propre</b>.,[sound:sapi5com-816141a9-acf9e29c-df9a4dde-302155aa-5c3deb79.mp3]
549,propre,Faites votre propre travail !,Do your own job.,Faites votre _____ travail!,Faites votre <b>propre</b> travail!,[sound:sapi5com-25a47a1d-d2ff2208-09367fed-bf73b6d3-d5c9cd90.mp3]
551,décidé,Elle a décidé de partir.,She decided to go.,Elle a _____ de partir.,Elle a <b>décidé</b> de partir.,[sound:sapi5com-53848fda-d5b95599-decbbd66-029846f1-5342391c.mp3]
553,répondre,Merci de répondre au téléphone.,Please answer the phone.,Merci de _____ au téléphone.,Merci de <b>répondre</b> au téléphone.,[sound:sapi5com-940cdaac-87a72013-dc1d838c-97f8024c-fb830b5f.mp3]
553,répondre,Nous allons répondre.,We'll respond.,Nous allons _____.,Nous allons <b>répondre</b>.,[sound:sapi5com-4899ad2f-3559aa69-854d4b5a-1a366f72-58c8c289.mp3]
554,nombreux,Ils étaient trop nombreux.,There were too many of them.,Ils étaient trop _____.,Ils étaient trop <b>nombreux</b>.,[sound:sapi5com-7d60b015-fa43c41c-e90340d2-726b157b-64bbd604.mp3]
555,riche,Elle semble avoir été riche.,She appears to have been rich.,Elle semble avoir été _____.,Elle semble avoir été <b>riche</b>.,[sound:sapi5com-f59370f9-0baf30f0-56a987f9-1a159b10-3c6bcd32.mp3]
557,bois,Bois un verre avec moi.,Have a drink with me.,_____ un verre avec moi.,<b>Bois</b> un verre avec moi.,[sound:sapi5com-e82d50bb-3a52305b-eb7bbbb1-3fafc9d9-65873e67.mp3]
557,bois,Cette table est en bois.,This table is made out of wood.,Cette table est en _____.,Cette table est en <b>bois</b>.,[sound:sapi5com-2b16d0a4-f40a642d-0c2df80b-06bc9e1f-5b51bb19.mp3]
558,chanson,Je connais la chanson.,I know the drill.,Je connais la _____.,Je connais la <b>chanson</b>.,[sound:sapi5com-0d722d26-63b3da2a-cea73642-1e628021-48025b4b.mp3]
558,chanson,Tu peux chanter une chanson.,You can sing a song.,Tu peux chanter une _____.,Tu peux chanter une <b>chanson</b>.,[sound:sapi5com-a6df6f61-cacc19aa-c67ade46-be43be32-c059505f.mp3]
563,content,Il semble assez content.,He seems quite happy.,Il semble assez _____.,Il semble assez <b>content</b>.,[sound:sapi5com-2581e0b0-89b50a42-2b5b3ea3-2111dcc7-82eeadce.mp3]
563,content,Je serais content de venir.,I'll be glad to come.,Je serais _____ de venir.,Je serais <b>content</b> de venir.,[sound:sapi5com-483cab2d-dc3f8e71-bfed4c06-ffb5d811-f4154413.mp3]
564,équipe,Notre équipe a perdu.,Our team lost.,Notre _____ a perdu.,Notre <b>équipe</b> a perdu.,[sound:sapi5com-d2082edf-d20ca0ca-09b781cb-61a99729-4e497b9a.mp3]
566,appelé,Elle l'a appelé au téléphone.,She called him on the phone.,Elle l'a _____ au téléphone.,Elle l'a <b>appelé</b> au téléphone.,[sound:sapi5com-75aed742-faccef76-42e4dea0-5fab2047-c99cbbbf.mp3]
569,vis,Je vis ici depuis longtemps.,I have been living here for a long time.,Je _____ ici depuis longtemps.,Je <b>vis</b> ici depuis longtemps.,[sound:sapi5com-b92e2d1c-f72c5e6c-ea369468-bcecff1e-c3fff1ae.mp3]
570,marcher,Je fais marcher cet endroit.,I run this place.,Je fais _____ cet endroit.,Je fais <b>marcher</b> cet endroit.,[sound:sapi5com-9d18044e-52b80c8b-9d0037f4-683fa1ab-ccd3c522.mp3]
570,marcher,Ne me faites pas marcher !,Don't kid me!,Ne me faites pas _____!,Ne me faites pas <b>marcher</b>!,[sound:sapi5com-2f336a75-8abfcce9-81c42934-2c491088-d3b13dab.mp3]
572,perdre,Nous ne pouvons par perdre.,We can't lose.,Nous ne pouvons par _____.,Nous ne pouvons par <b>perdre</b>.,[sound:sapi5com-b1be951d-a0a90089-42004629-da64bff8-bfa4c2bf.mp3]
577,cours,Cours aussi vite que possible.,Run as fast as you can.,_____ aussi vite que possible.,<b>Cours</b> aussi vite que possible.,[sound:sapi5com-0a56558d-11414276-e8d69b2f-3754b8e9-f9291a3e.mp3]
577,cours,On parle anglais en cours.,We speak English in class.,On parle anglais en _____.,On parle anglais en <b>cours</b>.,[sound:sapi5com-95efe949-4719eb6c-a5a91a6f-a76e2eb0-5481fce4.mp3]
579,arbre,Cet arbre a quel âge ?,How old is this tree?,Cet _____ a quel âge?,Cet <b>arbre</b> a quel âge?,[sound:sapi5com-4fc75b87-8a686272-871b83cd-d7d8bde2-9a87a351.mp3]
580,classe,Ne parle pas en classe.,Don't talk in the classroom.,Ne parle pas en _____.,Ne parle pas en <b>classe</b>.,[sound:sapi5com-98f2fe5a-0e5fff6c-2244b7a9-a5afc99b-8646e180.mp3]
582,bébé,Nous allons avoir un bébé.,We are going to have a baby.,Nous allons avoir un _____.,Nous allons avoir un <b>bébé</b>.,[sound:sapi5com-fe5a856f-936c81e0-67f6077c-b9af12f6-f93a66a9.mp3]
583,arrête,Arrête de chanter cette chanson.,Stop singing that song.,_____ de chanter cette chanson.,<b>Arrête</b> de chanter cette chanson.,[sound:sapi5com-96480077-87c124fe-d2e39757-e4f1f1d7-7434f29a.mp3]
587,peine,Il peut à peine marcher.,He can hardly walk.,Il peut à _____ marcher.,Il peut à <b>peine</b> marcher.,[sound:sapi5com-844ed363-71491b71-fe7ecff2-cb16ce29-a11e57ce.mp3]
587,peine,Merci pour ta peine.,Thank you for your trouble.,Merci pour ta _____.,Merci pour ta <b>peine</b>.,[sound:sapi5com-cc8e3f82-fd019143-d1f81925-a39b8e44-5fe90320.mp3]
588,revoir,Dites au revoir.,Say goodbye.,Dites au _____.,Dites au <b>revoir</b>.,[sound:sapi5com-6c6c38a4-bdb4b79a-c62bd426-68d9a37e-4e00e967.mp3]
588,revoir,Je veux revoir ce film.,I want to see that movie again.,Je veux _____ ce film.,Je veux <b>revoir</b> ce film.,[sound:sapi5com-2f2dd58c-01f4fb8c-adf5049e-09f2c5d6-c79e67f4.mp3]
589,thé,Je bois souvent du thé.,I often drink tea.,Je bois souvent du _____.,Je bois souvent du <b>thé</b>.,[sound:sapi5com-39b3f1ec-c92ae0c6-a1a89d58-6b8e8174-77c211fb.mp3]
592,derrière,Ne regarde pas derrière toi.,Don't look back.,Ne regarde pas _____ toi.,Ne regarde pas <b>derrière</b> toi.,[sound:sapi5com-533b5661-fe00c20a-060bfbfc-b9b3d9ce-4549de06.mp3]
592,derrière,On m'a laissé derrière.,I was left behind.,On m'a laissé _____.,On m'a laissé <b>derrière</b>.,[sound:sapi5com-5ac52b7f-19d7aab2-a55f9c25-033220bf-61da61f1.mp3]
593,rapidement,Je mange très rapidement.,I eat very quickly.,Je mange très _____.,Je mange très <b>rapidement</b>.,[sound:sapi5com-d03e9af0-23daf1af-d6e24649-e5005f09-44c628dd.mp3]
593,rapidement,Nous devons travailler plus rapidement.,We should work faster.,Nous devons travailler plus _____.,Nous devons travailler plus <b>rapidement</b>.,[sound:sapi5com-4753536c-377d6e0d-a72cc6e7-5a48ac42-1017b7f4.mp3]
593,rapidement,Tout se passe tellement rapidement.,It's all happening so fast.,Tout se passe tellement _____.,Tout se passe tellement <b>rapidement</b>.,[sound:sapi5com-f4667983-eb960677-84cdd709-dad69079-a8af1781.mp3]
594,discuter,Nous pouvons discuter dehors.,We can talk outside.,Nous pouvons _____ dehors.,Nous pouvons <b>discuter</b> dehors.,[sound:sapi5com-2bdbc3e1-9adab5d4-042909f3-b899664c-cadf8ca3.mp3]
594,discuter,Pas le temps de discuter.,There's no time to argue.,Pas le temps de _____.,Pas le temps de <b>discuter</b>.,[sound:sapi5com-b19afbb4-b22f45e6-204252d5-1d26e07d-789d9a23.mp3]
